Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Salary,Spending_Score,Family_Size
Female,Yes,49,1,,+20,,Average,2.0
Female,Yes,32,1,Artist,5-10,13563.094246350323,Low,2.0
Female,Yes,50,1,Lawyer,0-5,48205.959415364436,High,2.0
Female,Yes,49,1,Lawyer,5-10,47785.34582200868,Low,2.0
Female,Yes,41,1,Artist,5-10,15100.933357362122,High,4.0
Female,No,20,0,Healthcare,5-10,15063.32437411263,Low,3.0
Female,No,30,1,Artist,0-5,22302.68126967289,Low,1.0
Male,Yes,36,1,Lawyer,0-5,36233.06507905793,High,2.0
Male,Yes,28,1,Artist,0-5,25821.7259932755,Average,2.0
Female,Yes,31,1,Artist,10-20,18409.487017443374,Average,2.0
Male,Yes,58,1,Artist,+20,16371.665219453793,Low,1.0
Female,Yes,53,0,Lawyer,10-20,40121.78917837089,Low,
Male,Yes,53,1,Artist,+20,56955.22356638073,Average,3.0
Female,Yes,23,0,Engineer,5-10,21477.06351204902,Low,1.0
Male,No,48,1,Marketing,10-20,47488.30014958418,Low,4.0
Male,Yes,40,0,Lawyer,10-20,34008.068414690126,High,2.0
Female,No,39,1,Entertainment,10-20,39206.34820564701,Low,1.0
Male,No,26,0,Healthcare,5-10,18106.34336693275,Low,8.0
Female,No,27,1,Healthcare,0-5,26075.048893308245,Low,1.0
Male,Yes,22,0,Executive,10-20,23898.04184577326,High,5.0
Female,No,59,1,Engineer,+20,73875.43481526403,Low,1.0
Female,No,53,1,Artist,5-10,50557.81291004776,Low,1.0
Female,No,25,1,Homemaker,0-5,16023.210441158708,Low,7.0
Male,Yes,59,1,Executive,+20,37900.611277330216,High,4.0
Female,No,22,1,Marketing,0-5,19155.059317711217,Low,4.0
Female,Yes,36,0,Engineer,+20,32500.657562315893,Low,1.0
Male,Yes,27,1,Artist,0-5,18328.710680056924,High,2.0
Female,No,42,1,Artist,10-20,42660.49618147659,Low,1.0
Female,No,19,0,Doctor,5-10,20371.02725080714,Low,4.0
Female,Yes,36,1,Artist,10-20,27407.51805385484,Average,3.0
Male,No,57,1,Healthcare,10-20,42249.08084544305,Low,3.0
Male,Yes,45,1,Executive,10-20,55972.93418559564,Average,3.0
Male,Yes,23,1,Artist,0-5,14478.73838741498,Average,3.0
Male,No,43,1,Healthcare,5-10,35422.79738286834,Low,
Male,Yes,42,1,Healthcare,5-10,27837.542828588455,High,3.0
Male,No,51,1,Artist,10-20,32533.74845596088,Low,1.0
Male,Yes,39,1,Entertainment,10-20,37829.003238734564,Average,2.0
Female,Yes,38,1,Artist,5-10,17323.81608465568,Low,1.0
Male,Yes,47,1,Artist,+20,23668.74060401652,Average,5.0
Male,No,45,0,Healthcare,10-20,21034.271825063166,Low,4.0
Female,Yes,48,1,Engineer,+20,31174.90605443405,Low,4.0
Female,Yes,31,1,Artist,10-20,13864.110635583085,Average,2.0
Female,No,23,1,Artist,5-10,14515.115086982047,Low,1.0
Female,Yes,22,1,Artist,0-5,14811.471566013708,Average,3.0
Female,Yes,54,1,Healthcare,5-10,49639.212439838826,High,4.0
Male,Yes,38,0,Artist,+20,33567.008216404065,Average,2.0
Female,Yes,18,1,Lawyer,0-5,25160.499983788606,High,2.0
Female,No,50,1,Artist,+20,43947.77834783951,Low,1.0
Male,No,55,1,Entertainment,5-10,34587.79807515157,Low,8.0
Female,No,19,0,Entertainment,0-5,11025.813281055545,Low,1.0
Female,No,33,1,Homemaker,10-20,32803.34855167767,Low,
Male,Yes,48,1,Artist,+20,41393.69972462977,Average,2.0
Male,Yes,53,1,Artist,5-10,59430.33038445567,Low,2.0
Male,Yes,25,1,Artist,10-20,21710.755215173423,Average,4.0
Male,No,28,0,Healthcare,0-5,20761.098430859867,Low,4.0
Female,Yes,45,1,Artist,+20,27470.796950487234,Low,2.0
Female,No,23,1,Artist,0-5,15702.280209435196,Low,1.0
Female,No,33,0,Homemaker,5-10,11055.33511619128,Low,4.0
Male,Yes,19,1,Entertainment,0-5,19747.05808530547,Low,1.0
Male,No,26,0,Homemaker,5-10,16587.286939857047,Low,3.0
Male,Yes,36,1,Lawyer,5-10,26107.2240158542,High,2.0
Female,No,37,0,Healthcare,5-10,23718.986867928546,Low,4.0
Female,No,31,0,Healthcare,10-20,28380.170397445465,Low,3.0
Male,Yes,58,1,Doctor,5-10,55072.74758633171,Average,3.0
Male,Yes,42,1,Lawyer,5-10,52387.44162163671,Low,1.0
Male,Yes,44,1,Artist,10-20,16749.011648051695,Average,2.0
Female,Yes,29,1,Artist,0-5,25263.108239996094,Low,2.0
Male,Yes,55,0,Executive,+20,55556.115910000524,High,2.0
Female,Yes,23,0,Lawyer,0-5,23782.021517918438,High,2.0
Male,Yes,22,1,Artist,0-5,13612.190177056755,Average,2.0
Male,Yes,36,1,Artist,10-20,27351.15488291903,Low,4.0
Male,Yes,40,0,Executive,+20,43490.60223631209,Average,2.0
Female,Yes,57,0,Entertainment,+20,18376.28907110666,High,2.0
Female,Yes,59,1,Artist,+20,69793.06209341987,Average,2.0
Male,Yes,40,1,Artist,5-10,36813.771975558026,Low,1.0
Male,Yes,58,1,Healthcare,5-10,45153.3771133621,High,4.0
Male,Yes,46,1,Artist,10-20,33615.76468317741,Average,2.0
Male,No,21,1,Healthcare,0-5,20427.12720003346,Low,5.0
Female,No,29,0,Healthcare,0-5,16375.135284977947,Low,4.0
Male,Yes,19,1,Entertainment,0-5,18880.26461955859,Average,2.0
Female,No,40,0,Marketing,10-20,19377.21371993165,Low,1.0
Male,Yes,39,1,Artist,+20,34778.491164803934,Average,5.0
Female,Yes,23,1,Artist,0-5,18309.70281617889,Low,4.0
Female,Yes,36,0,Artist,10-20,17673.527608461514,Average,2.0
Female,No,19,0,Artist,0-5,8343.262537941217,Low,1.0
Female,Yes,29,1,Artist,5-10,18323.186163560466,Low,1.0
Female,Yes,40,1,Artist,10-20,29790.322781717256,Low,2.0
Male,Yes,52,1,Artist,10-20,25220.540414270727,Average,2.0
Male,Yes,40,0,Entertainment,0-5,34011.99374827275,Average,3.0
Male,No,41,1,Artist,0-5,34823.87148247006,Low,1.0
Female,No,19,0,Entertainment,5-10,15889.220035112301,Low,
Female,Yes,28,0,Engineer,10-20,22883.598218570274,Average,2.0
Male,No,43,0,Healthcare,+20,32749.593324062913,Low,3.0
Female,Yes,27,1,Homemaker,0-5,15632.059106087489,Average,3.0
Female,Yes,39,1,Artist,5-10,32998.03210837371,Average,3.0
Male,Yes,22,1,Executive,5-10,31211.9795180381,High,4.0
Male,No,45,0,Entertainment,10-20,37964.06173916843,Low,4.0
Female,No,57,1,Doctor,+20,62170.93321928309,Low,3.0
Male,No,46,1,Entertainment,10-20,30457.502849333563,Low,3.0
Female,Yes,23,1,Artist,0-5,14628.967879905824,High,5.0
Male,Yes,24,0,Entertainment,5-10,18895.57487383686,Low,1.0
Male,No,25,1,Entertainment,5-10,20990.842077934904,Low,4.0
Male,Yes,43,1,Artist,5-10,24303.603055466425,Average,4.0
Female,Yes,19,1,Doctor,0-5,21366.72833079629,High,2.0
Male,No,33,1,Artist,5-10,27810.773923910754,Low,3.0
Female,Yes,19,0,Engineer,5-10,17469.025233752785,Low,1.0
Female,No,30,1,Doctor,0-5,31154.504502862284,Low,1.0
Female,No,33,0,Marketing,10-20,24115.977909140074,Low,2.0
Male,,49,0,Doctor,+20,30210.809394269636,High,3.0
Female,No,53,1,Engineer,0-5,31175.09731586261,Low,1.0
Female,Yes,34,1,Marketing,5-10,18547.627650813374,Low,1.0
Female,No,51,1,Healthcare,+20,20300.122825462226,Low,3.0
Male,Yes,57,0,Executive,+20,47818.55465293553,Average,2.0
Female,Yes,45,1,Engineer,10-20,30827.84103322832,Average,2.0
Female,No,49,0,Doctor,10-20,25263.642460392,Low,3.0
Female,Yes,59,1,Artist,+20,45408.05519311862,High,3.0
Female,Yes,39,1,Artist,10-20,31714.698242933435,Average,4.0
Male,Yes,44,0,Entertainment,+20,42068.0551278992,Average,5.0
Male,No,41,0,Marketing,0-5,15851.991931684563,Low,6.0
Female,Yes,29,1,Artist,0-5,15407.317703729143,Average,4.0
Male,Yes,36,1,Artist,5-10,30474.207387561528,Average,4.0
Male,No,58,1,Artist,5-10,51690.15057438003,Low,3.0
Male,Yes,44,0,Entertainment,10-20,16428.663687134933,Low,1.0
Male,Yes,36,1,Homemaker,10-20,15827.597954344406,Low,1.0
Female,No,54,0,Artist,10-20,29683.288580388904,Low,
Male,Yes,59,1,Artist,5-10,55727.41372285278,Average,2.0
Male,Yes,46,1,Lawyer,10-20,54003.38624204034,Low,1.0
Male,Yes,29,0,Executive,0-5,23246.1136562362,High,2.0
Female,Yes,39,1,Lawyer,10-20,42138.063641904286,High,2.0
Female,No,19,1,Healthcare,0-5,16559.479422312426,Low,1.0
Male,Yes,19,1,Executive,0-5,25177.49192813533,High,5.0
Female,Yes,21,1,Marketing,0-5,17033.667278562018,Low,2.0
Male,No,33,1,Artist,10-20,23270.77411875636,Low,1.0
Female,Yes,40,1,Homemaker,10-20,24643.72895252964,Low,1.0
Male,Yes,45,0,Artist,10-20,14069.30374319108,Average,2.0
Male,Yes,46,1,Marketing,10-20,20179.373521030877,Low,5.0
Female,Yes,19,1,Artist,5-10,17606.87588818994,Low,2.0
Male,Yes,28,1,Executive,0-5,25216.184807471724,High,4.0
Male,No,21,0,Homemaker,0-5,10249.593313241128,Low,1.0
Male,Yes,43,1,Executive,+20,52862.28034800628,High,3.0
Female,No,40,1,Engineer,10-20,29421.988208581544,Low,1.0
Female,No,51,1,Artist,10-20,56937.69295668081,Low,1.0
Male,Yes,52,0,Lawyer,5-10,31261.004619266547,Low,1.0
Male,No,19,1,Artist,0-5,17707.01181862922,Low,1.0
Female,Yes,52,1,Engineer,5-10,37929.3832429625,Average,5.0
Male,Yes,30,0,Lawyer,0-5,30377.64470673542,Low,1.0
Male,No,42,0,Healthcare,+20,43075.29907543669,Low,5.0
Female,Yes,58,0,Engineer,10-20,17106.965339986113,Average,5.0
Female,No,18,0,Marketing,5-10,11354.010599256515,Low,5.0
Male,Yes,56,0,Doctor,+20,38955.6277935145,Average,4.0
Male,Yes,21,0,Doctor,5-10,16386.476805204147,Low,3.0
Female,No,41,0,,10-20,,Low,4.0
Female,Yes,32,1,Doctor,5-10,29352.577592216086,Low,2.0
Male,No,49,0,Entertainment,+20,29371.58332070175,Low,2.0
Female,No,28,1,Entertainment,0-5,23053.19307601446,Low,3.0
Female,Yes,56,1,Artist,+20,33048.0965068632,High,2.0
Female,Yes,29,1,Artist,0-5,13432.805129728858,Average,3.0
Female,No,59,0,Healthcare,5-10,57186.780199248235,Low,3.0
Female,,34,1,Engineer,+20,29082.754146013405,Average,3.0
Male,No,45,1,Doctor,0-5,23436.384244298144,Low,6.0
Male,Yes,20,0,Lawyer,0-5,19393.724532105516,High,3.0
Male,Yes,43,1,Artist,+20,16895.644364707576,Average,4.0
Female,Yes,38,0,Engineer,10-20,21018.868269008053,Low,2.0
Male,Yes,56,0,Executive,0-5,43212.45989656584,High,6.0
Male,No,59,0,,+20,,Low,3.0
Male,No,57,1,Healthcare,+20,73214.57644295375,Low,3.0
Female,No,27,0,Healthcare,10-20,16774.93093508915,Low,
Male,Yes,36,0,Executive,5-10,21355.612864275503,Low,7.0
Male,Yes,39,1,Healthcare,+20,34636.255739642256,High,3.0
Female,No,49,1,Marketing,+20,46529.65871173921,Low,1.0
Female,No,48,1,Artist,+20,27634.25822980657,Low,1.0
Female,Yes,56,1,Artist,5-10,66082.30212432912,Average,4.0
Female,Yes,27,0,Artist,5-10,13173.323653059217,Average,4.0
Male,Yes,48,0,Entertainment,+20,45839.94059613302,Low,2.0
Male,No,49,0,Healthcare,5-10,35601.25924153098,Low,5.0
Male,Yes,58,0,Lawyer,5-10,31883.93006278788,Low,1.0
Female,Yes,23,1,Lawyer,5-10,29503.673707751637,High,4.0
Male,No,48,0,Healthcare,+20,16268.959943192704,Low,4.0
Female,No,44,0,Healthcare,10-20,26782.209474836607,Low,1.0
Female,No,58,0,Homemaker,+20,49975.059273749415,Low,
Female,Yes,19,0,Artist,0-5,8340.007505438945,Average,4.0
Male,No,37,1,Artist,10-20,28785.907735479585,Low,2.0
Female,No,19,1,Doctor,5-10,25575.1085047184,Low,6.0
Male,No,20,1,Doctor,0-5,25014.228121461612,Low,1.0
Female,Yes,51,1,Engineer,+20,40296.47335606659,Average,4.0
Male,No,22,0,Healthcare,5-10,15699.418601922529,Low,9.0
Female,Yes,27,1,Artist,0-5,20842.936642813835,Average,2.0
Female,No,24,1,Doctor,0-5,25925.05870722409,Low,1.0
Male,,25,0,Executive,5-10,25757.570460544244,High,
Male,Yes,59,0,Entertainment,+20,59263.18949993413,Average,2.0
Male,Yes,21,0,,0-5,,Average,2.0
Male,Yes,41,1,Artist,10-20,19267.470079585997,High,2.0
Male,No,46,1,Healthcare,10-20,38947.995590446095,Low,4.0
Male,Yes,45,1,Doctor,10-20,36824.75349799492,Average,4.0
Male,Yes,55,1,Entertainment,10-20,69249.63696679054,Low,2.0
Male,Yes,36,0,Engineer,10-20,22234.46566849081,Average,6.0
Male,No,26,1,Doctor,0-5,29140.40627238835,Low,1.0
Female,Yes,21,1,Artist,0-5,18347.47381800793,High,5.0
Female,No,26,1,Engineer,0-5,18915.786257309464,Low,4.0
Male,Yes,26,1,Executive,0-5,31535.771209149192,High,3.0
Male,Yes,59,1,Doctor,+20,50425.54397555676,Average,2.0
Male,Yes,41,1,Artist,5-10,14686.228492310103,Low,3.0
Female,No,59,0,Marketing,5-10,48204.260990731265,Low,4.0
Male,Yes,54,1,Entertainment,+20,58516.17222512901,Low,3.0
Male,Yes,26,1,Lawyer,5-10,31970.665429149853,High,2.0
Male,No,39,0,Healthcare,10-20,27902.391947268294,Low,4.0
Male,Yes,31,1,Artist,+20,27137.961344668234,Low,2.0
Female,No,31,0,Healthcare,5-10,20582.05128253546,Low,4.0
Male,No,52,0,Marketing,5-10,14988.587554993761,Low,4.0
Male,Yes,34,0,Marketing,10-20,27191.07314871362,Low,1.0
Female,No,51,1,Artist,10-20,57578.68293815815,Low,4.0
Female,No,52,0,Healthcare,+20,40178.09811129859,Low,3.0
Female,Yes,42,1,Lawyer,+20,23570.006500405976,High,4.0
Female,Yes,36,0,Marketing,5-10,19782.08624850055,Low,1.0
Male,Yes,59,0,Healthcare,+20,49979.19594197968,Low,3.0
Male,Yes,34,1,Lawyer,10-20,28006.27957683428,High,2.0
Male,No,42,0,Doctor,10-20,41573.188401094536,Low,3.0
Female,Yes,49,1,Engineer,+20,55029.67465071023,Average,2.0
Male,No,33,1,Healthcare,10-20,20690.792143784165,Low,4.0
Female,Yes,48,1,Artist,10-20,18785.112171068715,Average,2.0
Male,No,30,1,Entertainment,10-20,16984.55001826498,Low,4.0
Male,Yes,34,1,Artist,5-10,25313.190591858085,Average,4.0
Male,Yes,23,1,Artist,5-10,17597.088658670844,Average,2.0
Female,Yes,36,0,Homemaker,10-20,28585.52204728407,High,3.0
Male,Yes,19,1,Healthcare,10-20,20308.763159030073,Average,2.0
Female,Yes,30,0,Lawyer,10-20,25936.99129793945,High,2.0
Female,Yes,44,1,Healthcare,10-20,33097.678191677885,Average,2.0
Female,Yes,23,1,Engineer,0-5,21497.63617006525,Average,4.0
Male,,24,0,Healthcare,0-5,17577.195534915874,Low,3.0
Male,Yes,24,0,Lawyer,0-5,17224.167853108618,Low,1.0
Male,Yes,29,0,Entertainment,5-10,21683.180362944255,Low,1.0
Male,Yes,29,1,Artist,0-5,16639.90159752818,Low,1.0
Female,No,19,1,Artist,5-10,15315.620073437602,Low,4.0
Male,Yes,28,1,Executive,5-10,35719.757497369705,Low,1.0
Male,Yes,41,0,Executive,10-20,48630.83245444909,High,4.0
Female,No,18,1,Homemaker,0-5,16132.141155527694,Low,
Male,Yes,38,1,Artist,5-10,31829.503824211217,Low,1.0
Female,Yes,39,1,Entertainment,0-5,38936.01671325242,Low,4.0
Female,No,56,1,Doctor,5-10,57774.18043564032,Low,2.0
Female,No,32,1,Healthcare,5-10,20961.90721961741,Low,1.0
Female,No,34,0,Homemaker,0-5,18791.44036268617,Low,
Male,Yes,42,1,Entertainment,10-20,28077.726026989414,Average,4.0
Male,Yes,25,0,Entertainment,0-5,18594.45586343445,Low,2.0
Male,Yes,57,0,Executive,5-10,60897.58354914571,High,3.0
Male,Yes,54,1,Artist,10-20,30638.488755269405,Low,1.0
Female,Yes,27,0,,5-10,,Average,4.0
Female,Yes,55,1,Entertainment,10-20,41891.84863711116,Average,2.0
Male,Yes,47,0,Artist,+20,33532.318937719814,Low,1.0
Female,Yes,32,1,Artist,10-20,25421.60213653459,Low,1.0
Male,Yes,35,1,Lawyer,10-20,30910.67954306778,Average,2.0
Female,No,36,1,,5-10,,Low,4.0
Male,Yes,47,0,Doctor,10-20,48852.62559796517,Average,2.0
Male,No,24,0,Entertainment,0-5,13600.424481503702,Low,
Male,Yes,31,0,Entertainment,10-20,11858.954107814718,Average,5.0
Female,No,38,1,Entertainment,5-10,24183.809143707887,Low,2.0
Male,No,25,0,Healthcare,0-5,20762.17683798637,Low,4.0
Male,No,38,1,Artist,10-20,20723.667199658492,Low,1.0
Male,Yes,45,0,Lawyer,10-20,21760.58765704144,High,2.0
Female,No,49,0,Engineer,+20,33546.64591751342,Low,4.0
Female,No,43,0,Artist,+20,14466.36060267255,Low,1.0
Female,No,24,1,Artist,5-10,19147.13270707726,Low,
Male,No,32,0,Healthcare,+20,13713.384226348739,Low,4.0
Male,Yes,57,1,Artist,+20,25182.596985160097,Low,3.0
Male,No,30,1,Entertainment,0-5,17652.51705818891,Low,4.0
Male,Yes,45,1,Lawyer,5-10,36180.62841733297,Low,4.0
Male,Yes,25,1,Artist,0-5,18583.226971813274,Average,4.0
Male,Yes,36,0,Marketing,0-5,19309.406356967556,High,4.0
Female,No,33,0,Engineer,10-20,30186.95776440115,Low,1.0
Male,Yes,45,1,Artist,5-10,16546.4875650543,Average,2.0
Female,Yes,44,1,Entertainment,5-10,20104.639226840904,Average,2.0
Female,No,52,0,Healthcare,5-10,15586.509364402924,Low,3.0
Male,Yes,55,0,Artist,+20,45919.86535902975,Low,1.0
Female,No,25,1,Engineer,0-5,23156.223752246704,Low,1.0
Male,Yes,57,1,Artist,+20,59805.37489131434,Low,1.0
Male,No,47,1,Healthcare,+20,45594.223504363035,Low,3.0
Female,No,57,1,Marketing,+20,34315.89103564723,Low,3.0
Male,No,56,0,Healthcare,+20,18589.353837373557,Low,3.0
Male,Yes,45,1,Artist,+20,14773.716686028854,Average,2.0
Female,No,27,1,Healthcare,10-20,27578.888029724345,Low,3.0
Male,Yes,31,1,Artist,10-20,27103.606729269624,Low,1.0
Female,No,57,1,Artist,5-10,63687.02148535226,Low,1.0
Female,Yes,46,0,Healthcare,+20,14532.13550933357,Low,1.0
Female,,22,1,Doctor,0-5,27155.271782069456,Low,
Male,No,26,0,Healthcare,10-20,12345.016418114938,Low,3.0
Female,No,25,0,Entertainment,0-5,15625.25860599348,Low,3.0
Male,Yes,53,0,Executive,10-20,45052.373440736184,High,5.0
Female,No,46,0,Healthcare,5-10,36142.77691697047,Low,4.0
Female,Yes,31,1,Artist,10-20,26150.329527298614,Average,2.0
Male,Yes,54,1,Executive,0-5,49614.70287403876,High,2.0
Female,No,23,1,Homemaker,0-5,15748.710463022977,Low,1.0
Female,No,28,1,Doctor,0-5,31478.977684671518,Low,5.0
Female,No,32,0,Healthcare,10-20,13700.185414099959,Low,3.0
Female,Yes,58,1,Artist,10-20,62091.16611167486,Low,3.0
Male,Yes,36,1,Artist,5-10,31806.841825720803,Average,2.0
Female,Yes,22,0,Engineer,0-5,16834.476874026754,Low,2.0
Female,No,32,0,Healthcare,5-10,27761.67841263406,Low,3.0
Male,Yes,19,0,Marketing,10-20,9830.865299198957,High,6.0
Male,No,42,1,Artist,5-10,17698.71439885111,Low,2.0
Male,Yes,30,0,Lawyer,5-10,32102.48639373851,Low,1.0
Female,No,38,0,Engineer,10-20,21538.220177251336,Low,3.0
Male,Yes,45,1,Artist,10-20,19938.556412902224,Average,4.0
Male,No,22,1,Artist,5-10,16990.143734001642,Low,1.0
Male,Yes,41,1,Artist,5-10,27809.628147680676,High,3.0
Male,Yes,41,1,Artist,5-10,38269.563207494866,Average,2.0
Male,No,41,1,Healthcare,5-10,27714.966024605874,Low,5.0
Male,No,45,0,Entertainment,10-20,40416.75513911108,Low,3.0
Male,No,26,1,Artist,0-5,16127.55515337316,Low,1.0
Female,Yes,21,0,Healthcare,0-5,15353.845592793494,Average,4.0
Female,No,21,0,Healthcare,5-10,16087.622293153616,Low,
Female,Yes,46,0,Executive,5-10,30577.52610799259,Average,5.0
Male,No,56,1,Doctor,+20,24627.204875326595,Low,2.0
Male,No,51,0,Doctor,10-20,23138.10038156281,Low,4.0
Female,No,53,1,Artist,+20,23706.424591310173,Low,1.0
Female,No,41,1,Engineer,10-20,25974.756699351616,Low,2.0
Male,Yes,57,1,Lawyer,+20,51899.54926236297,Low,1.0
Female,No,20,1,Artist,0-5,16320.129303474254,Low,1.0
Male,No,39,1,Artist,5-10,23246.525267426907,Low,1.0
Male,Yes,53,1,Artist,+20,21201.978839321368,Average,6.0
Male,No,49,1,Artist,+20,22654.118453333394,Low,1.0
Male,No,32,1,Healthcare,5-10,28891.260693871365,Low,3.0
Female,Yes,44,1,Lawyer,10-20,50740.41424516189,High,2.0
Male,Yes,44,0,Entertainment,10-20,22576.63216473079,Low,3.0
Male,No,45,0,Homemaker,10-20,40598.76469000337,Low,
Female,Yes,35,0,Artist,10-20,11129.319502935325,High,2.0
Female,Yes,42,1,Engineer,10-20,35109.128178887855,High,6.0
Male,Yes,34,1,Artist,5-10,31551.62814662096,Average,2.0
Female,No,45,1,Artist,10-20,44987.18961000651,Low,2.0
Female,Yes,55,0,,10-20,,Average,4.0
Female,No,32,1,Healthcare,0-5,27830.170109464125,Low,2.0
Female,,40,0,Doctor,0-5,27879.665432527687,High,2.0
Male,Yes,38,1,Executive,5-10,34020.46167682675,High,2.0
Male,No,39,0,Entertainment,10-20,15078.05829174343,Low,2.0
Male,Yes,41,0,Artist,+20,29705.16444251668,Average,3.0
Male,No,24,1,Artist,5-10,15557.053518939127,Low,3.0
Female,No,21,0,Healthcare,5-10,12153.28609460268,Low,4.0
Female,No,39,1,Engineer,+20,34734.083491973695,Low,1.0
Male,,53,0,Engineer,+20,35303.972074692996,Average,2.0
Male,Yes,27,0,Entertainment,0-5,21403.30669828134,Average,2.0
Female,Yes,44,0,Healthcare,+20,23435.914519672606,High,3.0
Male,Yes,44,1,Homemaker,+20,16843.3048319871,Average,2.0
Male,Yes,25,1,Artist,0-5,16644.530738504014,Average,2.0
Female,No,34,0,Healthcare,+20,21775.47638060807,Low,4.0
Female,Yes,47,1,Artist,+20,38667.853522280784,High,2.0
Female,Yes,25,1,Artist,0-5,16395.48609765875,Average,5.0
Male,No,18,1,Healthcare,5-10,17559.49572542128,Low,4.0
Female,Yes,47,1,Artist,10-20,17469.497902916766,Average,2.0
Male,Yes,45,1,Entertainment,10-20,31649.751272071626,Low,2.0
Female,Yes,32,0,Engineer,10-20,24844.68203394149,Average,3.0
Female,No,39,0,,0-5,,Low,4.0
Female,Yes,18,1,Artist,0-5,16682.456603695773,Average,2.0
Female,No,44,0,Doctor,10-20,51037.12183842966,Low,6.0
Male,No,57,0,Healthcare,+20,34472.134846642686,Low,5.0
Male,No,58,1,Healthcare,10-20,28614.687218573286,Low,1.0
Male,Yes,42,0,Executive,0-5,34526.229826516705,High,4.0
Female,Yes,41,1,Engineer,10-20,36312.62946307945,Low,1.0
Female,Yes,48,1,Artist,+20,45906.358265285235,Average,2.0
Male,Yes,38,0,,10-20,,Average,2.0
Female,No,57,0,Engineer,+20,67599.88905633746,Low,1.0
Female,Yes,22,1,Artist,10-20,18726.097407377376,Average,2.0
Male,No,59,0,Entertainment,0-5,33516.47441760556,Low,1.0
Male,Yes,48,1,Entertainment,5-10,36493.317800966695,Average,4.0
Male,Yes,34,1,Executive,5-10,34688.87026106729,High,4.0
Male,Yes,59,0,Executive,+20,33250.900058133775,High,4.0
Male,Yes,18,0,Artist,0-5,10833.721381427973,Average,2.0
Female,Yes,42,1,Artist,+20,25967.84951815928,Average,2.0
Male,Yes,25,1,Lawyer,0-5,30448.242233823403,Low,1.0
Female,No,44,0,Healthcare,5-10,37929.068466792785,Low,1.0
Female,Yes,32,1,Entertainment,10-20,29248.087818519274,Low,5.0
Female,No,59,0,Healthcare,10-20,32270.221843668784,Low,4.0
Male,Yes,41,1,Healthcare,5-10,37770.5029502338,High,2.0
Female,No,19,0,Engineer,0-5,16957.413761918637,Low,1.0
Female,No,43,1,Artist,5-10,34291.89608641842,Low,2.0
Female,No,41,0,Healthcare,5-10,36212.32812824694,Low,3.0
Male,Yes,25,1,Artist,0-5,21611.43932836687,Average,3.0
Male,No,55,0,Lawyer,10-20,70267.33563390831,Low,1.0
Female,Yes,59,0,Engineer,+20,34339.008447393935,Average,2.0
Male,No,55,1,Healthcare,0-5,48479.96351465065,Low,1.0
Male,No,40,1,Entertainment,5-10,40946.66392796562,Low,1.0
Male,Yes,33,1,Healthcare,10-20,18407.162602025346,Low,1.0
Female,No,48,1,Marketing,10-20,18834.253467448012,Low,3.0
Male,No,37,0,Healthcare,10-20,21356.816873986587,Low,4.0
Male,Yes,59,1,Artist,10-20,40620.45684759029,Average,4.0
Male,Yes,45,0,Executive,+20,29460.958428717844,High,2.0
Male,No,31,1,Artist,5-10,13806.169157781449,Low,1.0
Male,Yes,26,1,Lawyer,0-5,27944.169288467216,High,2.0
Male,No,36,0,Doctor,5-10,36144.36924164722,Low,1.0
Male,Yes,22,1,Entertainment,0-5,19977.47694310169,Low,3.0
Male,Yes,51,1,Artist,5-10,24876.19431142,Low,2.0
Female,No,59,1,Artist,+20,27644.877553568178,Low,1.0
Male,No,34,0,Engineer,10-20,17469.41446712303,Low,3.0
Male,Yes,58,0,Executive,+20,43550.550671473306,Low,7.0
Female,No,33,1,Healthcare,5-10,22595.862763279678,Low,2.0
Male,Yes,46,1,Artist,5-10,20688.383282832485,Average,4.0
Male,Yes,29,1,Artist,10-20,25368.271016365674,High,4.0
Female,Yes,49,1,Entertainment,10-20,33631.252325736394,Low,2.0
Male,Yes,18,1,Doctor,5-10,20800.146346776688,Low,2.0
Female,No,40,1,Engineer,0-5,35853.623276357204,Low,3.0
Female,Yes,23,0,Artist,0-5,12351.354309762282,High,2.0
Male,Yes,52,1,Executive,5-10,38403.13577133174,High,5.0
Male,Yes,20,1,Engineer,5-10,22242.046876714117,Low,2.0
Female,Yes,41,1,Doctor,10-20,46658.67581202095,Average,2.0
Female,No,19,1,Entertainment,5-10,16739.47094590112,Low,1.0
Female,Yes,44,1,Artist,5-10,35716.45741921666,Average,4.0
Female,No,48,1,Doctor,+20,37723.825387822966,Low,1.0
Female,No,33,1,Marketing,5-10,24476.063061887267,Low,3.0
Male,Yes,34,0,Executive,5-10,21897.75431371216,High,2.0
Female,Yes,48,0,Artist,+20,31373.141810258232,Low,2.0
Male,Yes,48,1,Artist,+20,46356.46700309508,Low,3.0
Male,Yes,54,0,Healthcare,10-20,28673.537970001304,High,8.0
Male,Yes,28,1,Executive,5-10,33381.978794525785,High,3.0
Male,No,45,1,Artist,10-20,29864.757295117866,Low,1.0
Female,Yes,25,0,Engineer,0-5,16521.96869399374,Average,2.0
Male,Yes,44,1,Artist,10-20,44014.42585179498,Low,1.0
Female,Yes,25,1,Homemaker,0-5,14166.516702349414,Average,2.0
Female,No,27,1,Engineer,5-10,24277.66190427359,Low,
Female,Yes,29,1,Artist,5-10,25422.453345223134,Low,2.0
Male,Yes,38,1,Artist,10-20,19402.690282135904,Low,2.0
