,Unnamed: 0,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
1070,1070,10536,1971,PhD,Together,32892.0,1,0,25-05-2014,78,119.34,49.408048264811626,109.01,88.67,63.00790522454832,2,3,0,3,8,0,0,0,0,0,0,3,11,0
1071,1071,11112,1966,Graduation,Together,70713.0,0,1,03-12-2012,23,140.65,41.51658629326637,114.67,75.39,55.812128678875865,6,5,6,8,3,0,0,0,0,0,0,3,11,0
1072,1072,3807,1955,Graduation,Together,59925.0,0,1,30-11-2012,83,143.64,40.830933445476674,121.58,76.78,60.00605389758447,3,9,2,9,6,0,0,0,0,0,0,3,11,0
1073,1073,9197,1953,Graduation,Married,39722.0,0,1,24-02-2014,92,127.67,45.64331110236658,119.35,79.4,60.22938467218448,2,2,0,3,5,0,0,0,0,0,0,3,11,0
1074,1074,10832,1958,Graduation,Together,46610.0,0,0,18-07-2013,4,87.59,39.651458767171626,78.09,54.75,34.766618853432576,1,6,1,6,6,0,0,0,0,0,0,3,11,0
1075,1075,6421,1961,Graduation,Together,88347.0,0,0,03-07-2013,32,140.16,53.0251127885065,112.7,80.18,44.886529694688775,1,4,7,9,1,0,0,0,1,0,0,3,11,0
1076,1076,4207,1981,PhD,Married,87171.0,0,0,01-05-2013,27,161.28,51.64401447989472,107.31,91.29,65.94862827010533,1,6,7,11,2,1,0,1,0,0,0,3,11,0
1077,1077,577,1976,2n Cycle,Together,26907.0,1,1,20-08-2013,10,79.61,26.896475317583487,72.17,62.77,48.26060336748884,2,1,0,3,7,0,0,0,0,0,0,3,11,0
1078,1078,10855,1968,Master,Single,50014.0,1,0,22-01-2014,9,130.94,32.37610245573959,73.37,62.24,46.36307056607983,2,4,1,8,5,0,0,0,0,0,0,3,11,0
1079,1079,3081,1978,PhD,Married,41014.0,1,0,22-04-2013,65,129.59,55.96112671192618,114.84,82.32,65.43555314924207,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1080,1080,3535,1965,Graduation,Single,66294.0,0,0,17-03-2014,68,161.31,41.687980794118445,97.81,60.71,36.80272599185476,1,4,3,5,2,0,0,0,0,0,0,3,11,0
1081,1081,247,1971,Graduation,Married,36715.0,1,0,17-11-2012,16,103.73,37.82076040829079,79.93,75.55,52.48483532547885,6,7,2,4,9,0,0,0,0,0,0,3,11,1
1082,1082,8707,1956,Graduation,Married,79456.0,0,0,22-08-2012,12,129.3,44.62173322089204,92.18,70.33,35.94660982765264,1,5,6,4,3,0,0,0,0,0,0,3,11,1
1083,1083,9523,1982,Graduation,Together,40479.0,1,0,17-08-2013,95,118.97,46.8023707928227,108.16,81.54,63.93963062629912,1,0,0,3,4,0,0,0,0,0,0,3,11,0
1084,1084,6072,1970,Master,Single,75345.0,0,0,02-02-2013,16,158.55,36.17143877353915,85.2,67.71,29.694769004469546,1,5,8,6,3,0,0,0,1,0,0,3,11,1
1085,1085,6295,1977,Graduation,Married,54233.0,0,1,04-02-2013,46,128.7,53.16087089872795,110.03,87.78,60.228208349863536,4,11,6,5,8,0,0,0,0,0,0,3,11,0
1086,1086,10914,1970,Graduation,Single,24163.0,1,1,12-10-2013,3,102.19,35.019278803383834,82.39,51.94,40.43524720099296,2,1,0,3,4,0,0,0,0,0,0,3,11,0
1087,1087,1509,1958,PhD,Together,84460.0,0,0,04-01-2013,80,141.51,44.35697231002592,126.71,108.59,57.88648258375494,0,9,9,4,5,0,1,1,1,1,0,3,11,1
1088,1088,5577,1983,Graduation,Together,43776.0,1,0,03-05-2014,77,124.52,48.86172277355752,102.13,89.54,54.16340707815591,1,1,0,2,6,0,0,0,0,0,0,3,11,0
1089,1089,7348,1958,PhD,Single,71691.0,0,0,17-03-2014,0,130.14,40.3423457514061,89.7,64.01,45.59799467595731,1,4,7,5,2,0,0,0,0,0,0,3,11,1
1090,1090,1127,1973,PhD,Married,85844.0,0,0,29-05-2014,62,145.96,49.10509478254807,126.33,105.73,55.53900290953763,1,6,6,7,2,0,0,1,0,0,0,3,11,0
1091,1091,1833,1974,PhD,Single,39190.0,1,0,26-04-2014,91,131.86,34.57614247434184,92.53,74.79,69.82429477811723,2,2,1,4,5,0,0,0,0,0,0,3,11,0
1092,1092,4944,1959,Graduation,Together,71367.0,0,0,23-08-2013,24,118.06,42.8568222939298,94.47,78.56,28.0051839358031,1,4,5,7,2,0,0,0,0,0,0,3,11,0
1093,1093,9080,1972,PhD,Single,38578.0,1,1,22-06-2013,2,133.99,41.84384843491348,105.53,64.52,54.67962469309577,3,3,0,3,8,0,0,0,0,0,0,3,11,0
1094,1094,6466,1965,PhD,Married,57236.0,1,1,12-03-2014,22,138.5,55.49661910882797,124.13,107.26,71.19151739191693,3,2,1,4,3,0,0,0,0,0,0,3,11,0
1095,1095,9964,1979,Graduation,Single,61825.0,0,1,07-08-2013,56,156.48,37.4839100257088,116.77,62.19,51.514424904644784,1,4,2,8,4,0,0,0,0,0,0,3,11,0
1096,1096,4790,1958,Graduation,Divorced,79803.0,0,1,02-06-2014,54,143.65,36.11354697031095,96.72,75.06,49.344965684081146,1,4,3,5,1,0,0,0,0,0,0,3,11,0
1097,1097,10245,1986,2n Cycle,Single,80910.0,0,0,31-10-2012,71,136.08,21.427856306802862,80.23,62.32,44.68256983308776,1,3,3,8,1,0,0,0,0,0,0,3,11,0
1098,1098,1109,1982,Master,Together,27590.0,1,0,23-04-2013,38,114.67,51.99176285381556,97.37,72.61,51.43884305552535,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1099,1099,6001,1979,Graduation,Married,56775.0,0,1,02-01-2013,62,154.29,56.58909274751677,110.0,91.45,57.03688240271787,2,5,8,10,5,0,0,0,0,0,0,3,11,0
1100,1100,5538,1975,Graduation,Divorced,83829.0,0,0,08-10-2013,78,134.75,31.77421090625745,77.85,79.53,41.53345316342639,0,4,7,6,1,1,0,1,1,0,0,3,11,1
1101,1101,10552,1979,2n Cycle,Married,54210.0,0,1,20-05-2013,18,98.41,37.8778642166241,81.43,59.72,43.09320227566633,2,4,1,7,5,0,0,0,0,0,0,3,11,0
1102,1102,1545,1986,Graduation,Married,38508.0,1,0,02-08-2013,95,121.08,43.23897409175355,108.7,71.39,48.83216799981821,6,7,2,5,8,0,0,0,0,0,0,3,11,0
1103,1103,7409,1970,Graduation,Together,53187.0,1,0,26-10-2013,66,132.85,49.281163910529,107.61,90.85,61.16407793030514,2,4,1,6,5,0,0,0,0,0,0,3,11,0
1104,1104,4444,1972,Graduation,Married,30023.0,1,0,24-03-2014,28,100.9,44.48030025077451,92.9,79.29,46.79118249597557,1,2,0,3,8,0,0,0,0,0,0,3,11,0
1105,1105,146,1960,PhD,Single,76045.0,0,0,15-11-2013,78,153.37,48.1535314669061,107.08,85.84,47.74166837084833,1,4,5,11,2,0,0,0,1,0,0,3,11,0
1106,1106,6271,1952,PhD,Married,50870.0,0,1,19-06-2014,13,119.23,53.53182777803541,108.75,78.17,57.63579876682597,1,2,0,3,5,0,0,0,0,0,0,3,11,0
1107,1107,10065,1970,2n Cycle,Married,15315.0,0,0,03-08-2013,27,44.17,23.860762090044386,69.54,46.43,23.32477899400611,2,2,0,4,5,0,0,0,0,0,0,3,11,0
1108,1108,4741,1974,2n Cycle,Married,65463.0,1,0,30-01-2014,17,93.76,33.48182105428251,87.07,64.87,45.70428236542767,2,6,2,9,5,0,1,0,0,0,0,3,11,0
1109,1109,246,1965,Graduation,Married,66480.0,1,1,31-05-2014,71,154.84,49.73659511177231,134.51,88.8,67.84460655051198,7,4,1,7,4,0,0,0,0,0,0,3,11,0
1110,1110,375,1954,Graduation,Divorced,76773.0,0,0,25-02-2013,79,135.81,22.744732629598733,73.69,65.59,33.27972644177058,1,2,2,11,1,0,0,0,0,0,0,3,11,0
1111,1111,1524,1983,2n Cycle,Single,81698.0,0,0,01-03-2013,1,122.14,21.246613055429464,64.68,59.93,30.797552154645125,1,8,2,5,5,0,0,0,1,0,0,3,11,1
1112,1112,10022,1973,PhD,Single,54466.0,1,1,09-02-2014,78,155.23,37.858350992514445,129.8,84.12,73.38289589612313,1,1,0,2,5,0,0,0,0,0,0,3,11,0
1113,1113,7451,1960,Master,Single,98777.0,0,0,17-02-2014,23,159.81,41.61445103105731,96.65,74.72,43.431654228886735,0,4,6,9,1,0,1,0,0,0,0,3,11,0
1114,1114,11010,1984,PhD,Single,16269.0,1,0,30-08-2013,75,125.53,34.488052118379684,118.37,74.79,55.98076064049996,3,3,0,3,8,0,0,0,0,0,0,3,11,0
1115,1115,4356,1971,Graduation,Together,71819.0,0,1,28-08-2013,70,167.19,49.22365023147315,137.4,80.41,60.90167155635624,3,3,3,5,6,0,1,1,0,0,0,3,11,0
1116,1116,3885,1983,PhD,Married,33569.0,1,0,16-10-2013,10,103.79,50.68190184052658,93.96,80.27,57.935882745929966,1,1,1,2,8,1,0,0,0,0,0,3,11,1
1117,1117,1175,1983,Master,Married,36262.0,0,0,20-09-2013,24,116.72,42.975332637884016,82.18,56.97,32.53610601953695,1,3,5,3,6,1,0,0,0,0,0,3,11,1
1118,1118,880,1966,Basic,Together,22634.0,0,0,16-01-2013,47,100.29,29.81576979164168,70.03,66.66,27.214226398561976,1,2,1,2,8,0,0,0,0,0,0,3,11,0
1119,1119,2320,1978,2n Cycle,Married,47025.0,0,1,12-09-2013,98,100.25,43.62685344937229,95.44,69.06,43.44547162916813,5,11,1,6,9,0,0,0,0,0,0,3,11,0
1120,1120,850,1968,Graduation,Single,70566.0,0,1,06-10-2013,4,136.16,38.43462308306968,87.31,49.2,36.96165536022283,2,6,5,9,3,0,0,0,0,0,0,3,11,0
1121,1121,4713,1979,PhD,Married,31605.0,1,0,22-11-2012,15,94.57,51.37464746847168,107.55,85.09,50.12534644211091,2,2,1,4,7,0,0,0,0,0,0,3,11,0
1122,1122,675,1973,Master,Divorced,52034.0,1,1,17-05-2013,67,115.92,32.881171058895,105.48,70.8,56.449709256947614,5,4,2,5,7,0,0,0,0,0,0,3,11,0
1123,1123,5025,1979,Graduation,Single,48526.0,1,0,24-12-2013,32,135.4,43.94632231481246,73.17,61.71,41.01676554841136,1,2,1,4,3,0,0,0,0,0,0,3,11,0
1124,1124,2308,1954,Graduation,Married,46734.0,0,1,18-11-2012,40,133.08,57.200922827558784,106.47,75.06,50.32911503665155,2,6,1,5,7,0,0,0,0,0,0,3,11,0
1125,1125,5995,1962,Graduation,Divorced,39552.0,1,1,18-12-2012,54,105.29,23.4774097731116,78.7,61.61,51.26131883545696,7,6,2,5,8,0,0,0,0,0,0,3,11,1
1126,1126,6749,1966,Graduation,Single,86358.0,1,1,08-08-2012,78,174.35,52.17750878575608,135.12,88.64,59.43188556285197,4,5,3,6,8,0,0,0,0,0,0,3,11,0
1127,1127,1010,1977,Graduation,Together,46931.0,2,1,24-04-2014,94,129.44,51.40743279758832,134.77,107.23,80.6866307075478,2,1,1,3,3,0,0,0,0,0,0,3,11,0
1128,1128,8977,1985,Basic,Single,16581.0,0,0,12-01-2013,51,109.47,23.43873574993645,47.3,41.38,27.640085706105936,1,0,0,3,4,0,0,0,0,0,0,3,11,0
1129,1129,4756,1952,2n Cycle,Divorced,63998.0,0,0,20-12-2013,42,84.98,11.850749537866465,41.46,46.41,16.494239972667625,1,7,6,11,4,0,0,0,0,0,0,3,11,1
1130,1130,3412,1951,Master,Married,67381.0,0,1,15-01-2013,67,138.69,53.31506396922905,115.8,92.01,52.23686538743017,4,2,2,9,7,0,1,0,0,0,0,3,11,0
1131,1131,606,1967,Graduation,Single,25930.0,1,1,10-10-2013,87,125.83,30.670173632600893,113.85,61.9,45.442769022696815,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1132,1132,5961,1978,Graduation,Married,42693.0,1,0,07-06-2014,29,114.67,45.445796141668346,91.1,71.81,51.66442328110517,1,1,0,3,5,0,0,0,0,0,0,3,11,0
1133,1133,2975,1976,Graduation,Together,85606.0,0,1,12-11-2012,89,168.01,47.884406093987664,130.87,81.33,63.36774973783068,2,6,7,9,3,0,0,0,1,0,0,3,11,0
1134,1134,2894,1985,Graduation,Single,72903.0,0,0,29-10-2013,74,156.02,38.673447398216936,95.85,51.15,39.82944803103684,1,7,5,8,4,0,1,1,1,0,0,3,11,1
1135,1135,7613,1974,2n Cycle,Together,49669.0,1,0,24-05-2014,97,93.64,33.07551882344971,89.35,78.9,37.82632824823633,2,5,1,6,6,0,0,0,0,0,0,3,11,0
1136,1136,10542,1968,PhD,Married,36778.0,1,1,05-08-2012,63,128.53,51.570087202082654,138.73,109.41,71.96783364070457,3,3,0,3,9,0,0,0,0,0,0,3,11,0
1137,1137,8015,1962,PhD,Divorced,85696.0,0,0,03-05-2013,88,129.19,43.20004058808316,85.96,78.02,47.35072280124173,1,4,6,9,1,0,0,0,0,0,0,3,11,1
1138,1138,10617,1989,Master,Divorced,10979.0,0,0,22-05-2014,34,65.53,25.574798819447484,54.91,27.37,18.06647979373174,2,3,0,3,5,0,0,0,0,0,0,3,11,0
1139,1139,11166,1961,Graduation,Married,49678.0,0,1,02-02-2013,81,132.04,49.52111687763274,103.38,81.67,52.02633946698002,2,6,2,4,7,0,0,0,0,0,0,3,11,0
1140,1140,849,1953,Master,Together,56129.0,0,1,20-06-2013,65,146.75,52.59637721085426,143.26,97.51,49.4800549570076,4,6,2,10,4,0,0,0,0,0,0,3,11,0
1141,1141,523,1989,Graduation,Married,37155.0,1,0,31-01-2013,51,120.42,47.03592898716117,102.77,87.31,48.34377501383344,1,2,0,4,5,0,0,0,0,0,0,3,11,0
1142,1142,4066,1978,2n Cycle,Divorced,21282.0,1,0,11-05-2014,76,55.56,5.791516414335044,54.93,34.16,40.12261165338536,2,2,1,2,6,0,0,0,0,0,0,3,11,0
1143,1143,8414,1962,PhD,Single,33419.0,0,1,17-08-2013,76,140.05,40.26458855798442,121.39,87.61,55.96016484478698,2,2,0,4,7,0,0,0,0,0,0,3,11,0
1144,1144,819,1945,Graduation,Widow,63285.0,0,0,05-11-2013,84,151.83,36.56736953295845,99.17,69.83,38.2784152378846,1,6,5,13,3,0,0,0,0,0,0,3,11,0
1145,1145,4961,1974,Master,Together,21255.0,1,0,21-01-2014,56,86.64,51.80699952004419,107.52,64.4,64.3871632377904,4,2,1,4,4,0,0,0,0,0,0,3,11,0
1146,1146,749,1981,Graduation,Together,42162.0,1,0,19-11-2013,31,115.04,46.35246018522167,95.98,79.6,43.36457481303771,2,3,1,3,6,1,0,0,0,0,0,3,11,1
1147,1147,5430,1956,Graduation,Together,54450.0,1,1,14-09-2012,0,132.76,45.315019914557226,105.36,72.28,49.02349587792017,12,9,2,8,8,0,0,0,0,0,0,3,11,0
1148,1148,7755,1954,PhD,Married,57744.0,0,1,12-11-2013,91,140.48,48.52198046285148,144.64,97.66,61.99514085890727,2,9,1,4,8,0,0,0,0,0,0,3,11,0
1149,1149,10525,1986,Graduation,Single,26576.0,1,0,13-10-2012,40,116.05,38.33921146920263,95.02,64.19,38.30489643483716,1,1,0,2,9,1,0,0,0,0,0,3,11,1
1150,1150,1453,1943,PhD,Widow,57513.0,0,0,06-07-2013,59,125.52,25.829224842220498,113.83,81.68,42.98363530971114,2,9,3,13,6,0,0,0,0,0,0,3,11,0
1151,1151,8310,1964,Graduation,Together,68142.0,0,1,29-08-2012,96,147.61,51.11115161523502,110.85,75.96,52.76228987127965,3,10,4,7,6,0,0,0,0,0,0,3,11,0
1152,1152,10710,1979,Graduation,Married,7500.0,0,1,29-08-2012,61,82.58,37.27403003324188,103.78,71.09,44.39109086120778,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1153,1153,5031,1974,Graduation,Together,83145.0,0,0,22-09-2012,14,127.53,48.28185881361139,101.96,80.53,34.2123952224821,1,5,9,11,2,0,0,1,0,0,0,3,11,1
1154,1154,2613,1960,Master,Married,54197.0,0,1,03-04-2014,16,121.29,45.36453599283385,124.28,71.03,40.98564203323868,2,1,3,6,1,0,0,0,0,0,0,3,11,0
1155,1155,213,1963,PhD,Single,23091.0,1,1,28-05-2014,98,142.09,42.686566310325645,122.02,86.26,60.61088422538028,4,2,1,3,7,0,0,0,0,0,0,3,11,0
1156,1156,967,1976,Graduation,Married,46049.0,1,1,21-07-2013,11,120.73,54.65131254855309,115.95,74.66,52.73560354859424,10,5,2,9,7,0,0,0,0,0,0,3,11,1
1157,1157,1077,1974,Graduation,Together,56715.0,0,0,05-12-2012,52,131.68,46.862004861796834,99.68,93.46,44.16470720541224,1,7,3,4,4,0,0,0,0,0,0,3,11,0
1158,1158,7959,1961,Graduation,Married,79410.0,0,0,29-05-2014,19,146.21,49.78274498118767,92.3,77.86,36.45100141682839,1,3,2,5,1,0,0,0,0,0,0,3,11,0
1159,1159,640,1951,Graduation,Married,57304.0,0,1,11-03-2013,61,130.8,47.10626900985356,131.16,81.25,63.34301264056584,2,7,6,10,5,0,0,0,0,0,0,3,11,0
1160,1160,4252,1965,Graduation,Married,44375.0,0,1,23-03-2014,73,127.67,42.83889638571341,123.19,96.07,51.24535602215781,1,4,1,6,5,0,0,0,0,0,0,3,11,0
1161,1161,8432,1956,Graduation,Together,54450.0,1,1,14-09-2012,0,125.05,55.55787713984777,104.87,66.95,53.67529815827642,12,9,2,8,8,0,0,0,0,0,0,3,11,0
1162,1162,6218,1965,Graduation,Married,59594.0,0,1,20-10-2012,74,136.58,56.89305075297198,121.32,86.36,52.95743971782001,1,8,1,7,7,0,1,0,0,0,0,3,11,0
1163,1163,6905,1994,Graduation,Together,80685.0,0,0,22-08-2012,55,148.54,40.41022911193176,117.53,82.46,39.83084600513635,1,6,4,10,2,0,0,0,0,0,0,3,11,0
1164,1164,5922,1974,PhD,Married,40344.0,0,1,13-10-2013,48,102.24,50.87757100368007,121.99,89.45,64.79135208630967,2,4,1,5,7,0,0,0,0,0,0,3,11,0
1165,1165,3598,1972,Graduation,Married,62710.0,0,1,23-05-2013,53,154.57,54.46674195235224,131.32,85.8,48.50232188423416,4,4,2,12,4,0,0,0,0,0,0,3,11,0
1166,1166,6116,1968,2n Cycle,Married,48985.0,0,1,05-07-2013,13,83.22,23.601603284309657,87.11,56.78,41.46552618662031,1,1,1,3,3,0,0,0,0,0,0,3,11,0
1167,1167,6263,1968,Graduation,Together,35322.0,1,2,22-08-2012,34,135.97,54.90984218741373,132.59,91.71,67.38097855953465,3,2,0,4,8,0,0,0,0,0,0,3,11,0
1168,1168,10486,1948,Graduation,Married,77142.0,0,0,29-05-2013,54,150.45,42.94268025157688,100.4,77.5,39.81602594201797,1,4,4,8,2,0,0,0,0,0,0,3,11,0
1169,1169,2410,1969,Graduation,Single,81657.0,0,0,22-01-2014,69,181.88,31.04920134793693,102.3,67.09,42.49783165888878,1,3,4,8,1,0,0,0,0,0,0,3,11,0
1170,1170,193,1996,Basic,Married,14421.0,0,0,17-02-2014,81,104.42,38.588183937672696,61.09,52.55,28.9476830213112,1,1,0,2,5,1,0,0,0,0,0,3,11,0
1171,1171,3363,1974,2n Cycle,Married,20130.0,0,0,17-03-2014,99,74.15,21.032366311134307,68.89,67.51,28.926248983550053,1,1,0,3,8,0,0,0,0,0,0,3,11,0
1172,1172,8278,1990,PhD,Married,74214.0,0,0,26-08-2012,3,139.16,47.50078888084872,100.07,79.54,45.48071354037752,1,8,2,5,5,0,0,0,0,0,0,3,11,0
1173,1173,10660,1957,Master,Married,66726.0,1,1,12-01-2014,61,157.32,58.49015766205304,139.67,99.46,65.45111652358982,3,8,2,4,7,0,1,0,0,0,0,3,11,0
1174,1174,8686,1979,Basic,Together,23724.0,1,0,08-01-2013,65,117.79,34.55881966066579,80.65,65.61,41.93348413581646,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1175,1175,1604,1960,Master,Married,47353.0,0,1,13-11-2013,93,126.69,57.18206628792022,128.68,99.19,57.0032843991229,3,2,2,6,5,0,0,0,0,0,0,3,11,0
1176,1176,5907,1952,Master,Married,33444.0,1,1,03-11-2012,24,106.95,53.05354451995518,108.49,85.99,53.06155343452397,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1177,1177,10669,1981,Graduation,Married,54386.0,0,1,17-05-2013,8,117.3,53.560270241980646,105.16,68.12,41.90484113170948,2,3,2,10,3,0,0,0,0,0,0,3,11,0
1178,1178,2918,1981,Graduation,Divorced,28510.0,1,1,13-04-2013,72,97.91,29.47649164203785,97.2,61.87,50.95622079045342,3,2,0,4,5,0,0,0,0,0,0,3,11,0
1179,1179,5735,1991,Master,Single,90638.0,0,0,13-02-2014,29,169.3,40.55962773940061,114.8,62.27,40.49914829342021,1,3,4,10,1,0,0,1,0,0,0,3,11,0
1180,1180,359,1950,Graduation,Together,48070.0,0,1,13-01-2013,33,96.8,24.75319958310523,68.08,51.62,26.643903322691504,3,8,2,6,7,0,0,0,0,0,1,3,11,0
1181,1181,8387,1957,Graduation,Married,43140.0,0,1,05-01-2013,68,118.44,51.87056941385584,107.44,76.41,43.11125200579695,1,4,1,5,6,0,0,0,0,0,0,3,11,0
1182,1182,1829,1961,PhD,Divorced,54959.0,0,1,19-01-2013,55,105.42,34.799309726751744,107.65,74.61,50.263510948686296,3,9,5,4,7,0,1,0,0,0,0,3,11,1
1183,1183,3839,1958,Basic,Single,15056.0,1,1,03-05-2013,76,125.95,34.81783365131001,83.31,52.28,43.128925510828616,5,2,2,3,5,0,0,0,0,0,0,3,11,0
1184,1184,9392,1971,Graduation,Single,26954.0,1,0,08-05-2014,17,117.91,39.13960781324352,81.17,63.67,32.999744132868905,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1185,1185,2292,1985,Graduation,Single,22327.0,1,0,02-08-2013,94,114.98,37.24904458866455,92.46,61.74,50.24287503800659,1,1,0,3,5,0,0,0,0,0,0,3,11,0
1186,1186,10466,1965,Graduation,Married,44393.0,1,1,22-08-2013,86,114.01,47.643732984883165,128.27,90.12,64.1463746828626,2,1,0,4,4,0,0,0,0,0,0,3,11,0
1187,1187,9855,1952,PhD,Single,62000.0,0,1,25-08-2013,25,160.07,50.1937653451644,116.85,76.29,43.65463528315044,1,6,6,13,4,0,0,0,1,0,0,3,11,0
1188,1188,4088,1962,PhD,Together,31497.0,0,1,06-12-2012,22,102.72,51.0894649331372,117.17,83.68,57.368425919754486,2,3,1,4,8,0,0,0,0,0,0,3,11,0
1189,1189,5231,1974,2n Cycle,Married,45894.0,0,2,27-02-2014,15,110.13,29.86457672715145,96.0,70.56,35.403521386012386,1,1,0,3,5,0,0,0,0,0,0,3,11,0
1190,1190,590,1970,Master,Divorced,78579.0,0,0,22-12-2012,35,122.81,33.480924621379614,82.02,53.32,29.31465324397615,1,5,6,4,3,0,0,0,0,0,0,3,11,1
1191,1191,8732,1969,Master,Widow,67369.0,0,1,17-11-2012,81,164.3,44.29704488361233,125.93,85.94,52.1742619790214,4,7,4,10,4,0,1,1,0,0,0,3,11,1
1192,1192,2315,1960,Graduation,Divorced,58401.0,0,1,20-04-2014,55,128.37,39.87400784315892,84.24,58.0,46.42404345910988,1,1,2,2,4,0,0,0,0,0,0,3,11,0
1193,1193,3515,1952,Graduation,Single,62307.0,0,1,17-02-2014,94,153.71,36.43644372222926,102.68,74.41,42.33305360958269,1,4,0,4,5,0,0,0,0,0,0,3,11,0
1194,1194,2245,1969,Master,Married,43641.0,1,1,22-04-2013,50,132.02,62.28971466159256,135.02,88.6,64.32966209998906,3,2,1,4,6,0,0,0,0,0,0,3,11,0
1195,1195,6283,1968,Master,Divorced,63841.0,0,1,21-04-2013,64,133.54,33.406058259466576,92.74,55.99,42.5429104881374,1,9,3,9,6,0,0,0,0,0,0,3,11,0
1196,1196,2246,1965,2n Cycle,Married,46891.0,0,1,01-09-2013,91,99.04,35.49206560041674,96.09,67.08,46.63525813776037,1,2,1,4,4,0,0,0,0,0,0,3,11,0
1197,1197,6606,1969,Master,Married,70091.0,1,0,31-03-2013,11,143.16,47.697274910700806,116.89,80.41,52.38343726550232,2,5,2,10,8,0,1,0,0,0,0,3,11,0
1198,1198,5545,1972,PhD,Married,78075.0,0,0,05-04-2014,72,149.14,58.28599593354946,121.53,96.81,52.34711716277919,1,3,5,5,1,0,0,0,0,0,0,3,11,0
1199,1199,7342,1961,2n Cycle,Widow,59184.0,0,1,09-09-2012,6,110.41,22.968779379894,80.63,36.85,25.86904694973836,3,6,6,12,5,0,0,0,0,0,0,3,11,0
1200,1200,837,1977,Graduation,Married,54809.0,1,1,11-09-2013,0,132.27,42.176634595603446,115.7,72.93,53.83412372768838,4,2,1,5,4,0,0,0,0,0,0,3,11,0
1201,1201,9500,1959,Graduation,Married,58113.0,0,1,25-01-2013,66,128.63,31.648261298734106,101.31,52.57,32.09032050174835,3,9,2,8,7,0,0,0,0,0,1,3,11,0
1202,1202,3602,1958,Master,Married,51412.0,0,1,31-12-2013,42,138.23,49.965502128086186,106.31,78.38,51.5949925416979,2,3,2,4,4,0,0,0,0,0,0,3,11,0
1203,1203,234,1979,Graduation,Divorced,15287.0,1,0,10-10-2012,60,69.67,28.823265389642355,65.77,46.78,41.06344150824154,2,1,1,2,7,1,0,0,0,0,0,3,11,1
1204,1204,2995,1957,Master,Together,66636.0,0,0,17-08-2013,64,123.07,43.4701624182966,101.31,82.49,48.73944739035592,1,3,4,9,1,0,0,0,0,0,0,3,11,0
1205,1205,1118,1956,Master,Married,50965.0,0,1,20-02-2013,87,133.31,45.174887596625815,134.86,91.14,55.78070897231551,3,10,4,5,8,1,0,0,0,0,0,3,11,0
1206,1206,7789,1965,PhD,Married,84618.0,0,0,22-11-2013,96,149.22,53.82109140532667,115.37,107.79,66.11517257328278,1,6,9,10,2,0,0,1,0,0,0,3,11,0
1207,1207,3068,1990,Graduation,Married,18351.0,0,0,29-10-2013,1,78.25,47.50667009241923,59.22,49.89,32.038934412796635,1,2,0,3,7,0,0,0,0,0,0,3,11,0
1208,1208,8955,1957,PhD,Together,40451.0,0,2,16-02-2014,54,135.0,50.448647119321954,143.21,90.52,71.01968336833653,1,1,1,2,5,1,0,0,0,0,0,3,11,0
1209,1209,945,1965,Graduation,Together,36317.0,0,1,22-05-2013,53,128.05,49.54957571398361,113.95,81.01,49.400125027565416,2,3,0,4,7,0,0,0,0,0,0,3,11,0
1210,1210,5644,1957,Graduation,Together,42213.0,0,1,12-10-2013,96,129.13,47.94173212580121,108.89,81.0,46.869619504394805,2,5,1,7,7,0,1,0,0,0,0,3,11,0
1211,1211,7192,1955,Graduation,Together,65748.0,0,1,15-04-2013,58,96.21,21.290067142354275,103.59,60.23,30.553980554211435,2,2,4,10,1,0,0,0,0,0,1,3,11,0
1212,1212,2324,1972,Graduation,Together,77044.0,0,1,27-10-2013,12,137.05,44.857970293269794,116.07,83.8,51.93662222044771,2,7,11,11,4,1,0,0,0,0,0,3,11,0
1213,1213,697,1969,Graduation,Together,74918.0,0,0,12-03-2013,78,147.79,39.47585725335557,110.75,83.92,47.166650147450994,1,5,9,6,3,0,0,1,0,0,0,3,11,0
1214,1214,3439,1972,Graduation,Married,56721.0,1,1,31-10-2012,64,155.62,44.75093388553461,127.78,83.9,59.58788080392228,5,4,1,5,6,0,0,0,0,0,0,3,11,0
1215,1215,1506,1975,Graduation,Single,42160.0,1,1,28-06-2013,26,144.95,36.71729533657777,113.25,66.22,39.35585892072135,4,2,1,4,6,0,0,0,0,0,0,3,11,1
1216,1216,232,1965,Graduation,Single,61559.0,0,1,17-07-2013,8,128.04,40.60221183908888,110.4,60.21,38.37713547901397,1,4,2,10,3,0,0,0,0,0,0,3,11,0
